,STNID,ZIP,POSTOFFICE
875,USC00049367,93277,Visalia
876,USC00049378,92084,Vista
877,USC00049390,96088,Shingletown
878,USC00049431,91748,Rowland
879,USC00049440,95425,Cloverdale
880,USC00049452,93280,Wasco
881,USC00049473,95019,Freedom
882,USC00049490,96093,Weaverville
883,USC00049582,95232,Glencoe
884,USC00049621,96033,French
885,USC00049660,90601,Whittier
886,USC00049671,92328,Death
887,USC00049677,95987,Williams
888,USC00049684,95490,Willits
889,USC00049694,95573,Willow
890,USC00049699,95988,Willows
891,USC00049742,95694,Winters
892,USC00049781,95695,Woodland
893,USC00049785,91306,Winnetka
894,USC00049792,94062,Redwood
895,USC00049822,92397,Wrightwood
896,USC00049847,92886,Yorba
897,USC00049855,95389,Yosemite
898,USC00049859,94558,Napa
899,USC00049866,96097,Yreka
900,USC00050102,81020,Aguilar
901,USC00050105,81020,Aguilar
902,USC00050109,80720,Akron
903,USC00050128,81101,Alamosa
904,USC00050185,80510,Allenspark
905,USC00050214,81630,De
906,USC00050263,80440,Fairplay
907,USC00050301,80802,Arapahoe
908,USC00050304,80802,Arapahoe
909,USC00050306,80802,Arapahoe
910,USC00050372,81611,Aspen
911,USC00050454,80421,Bailey
912,USC00050754,81415,Crawford
913,USC00050776,81123,Blanca
914,USC00050797,81230,Gunnison
915,USC00050825,81624,Collbran
916,USC00050834,80735,Idalia
917,USC00050839,81025,Boone
918,USC00050848,80302,Boulder
919,USC00050895,81071,Sheridan
920,USC00050909,80424,Breckenridge
921,USC00050945,80611,Briggsdale
922,USC00050950,80601,Brighton
923,USC00051017,81640,Maybell
924,USC00051018,81640,Maybell
925,USC00051060,80512,Bellvue
926,USC00051071,81211,Buena
927,USC00051121,80807,Burlington
928,USC00051179,80103,Byers
929,USC00051186,80452,Idaho
930,USC00051268,81029,Campo
931,USC00051294,81212,Canon
932,USC00051401,80109,Castle
933,USC00051440,81413,Cedaredge
934,USC00051443,81413,Cedaredge
935,USC00051458,81125,Center
936,USC00051528,80135,Sedalia
937,USC00051539,81050,La
938,USC00051547,80015,Aurora
939,USC00051564,80810,Cheyenne
940,USC00051609,81220,Cimarron
941,USC00051620,80759,Yuma
942,USC00051660,80461,Leadville
943,USC00051681,80403,Golden
944,USC00051713,81230,Gunnison
945,USC00051741,81624,Collbran
946,USC00051743,81624,Collbran
947,USC00051772,81507,Grand
948,USC00051886,81321,Cortez
949,USC00051932,81638,Hamilton
950,USC00051939,81130,Creede
951,USC00051948,81130,Creede
952,USC00051959,81224,Crested
953,USC00051964,81143,Moffat
954,USC00051977,80813,Cripple
955,USC00051996,80726,Crook
956,USC00052184,81132,Del
957,USC00052192,81416,Delta
958,USC00052196,81416,Delta
959,USC00052213,80203,Denver
960,USC00052223,80204,Denver
961,USC00052281,80435,Dillon
962,USC00052286,81610,Dinosaur
963,USC00052326,81323,Dolores
964,USC00052342,81324,Dove
965,USC00052432,81301,Durango
966,USC00052441,81301,Durango
967,USC00052446,81036,Eads
968,USC00052494,80908,Colorado
969,USC00052631,80107,Elizabeth
970,USC00052759,80517,Estes
971,USC00052761,80517,Estes
972,USC00052790,80439,Evergreen
973,USC00052816,80440,Fairplay
974,USC00052932,80815,Flagler
975,USC00052934,80537,Loveland
976,USC00052944,80728,Fleming
977,USC00052947,80728,Fleming
978,USC00052965,80816,Florissant
979,USC00053005,80521,Fort
980,USC00053006,80524,Fort
981,USC00053016,81326,Hesperus
982,USC00053038,80701,Fort
983,USC00053063,80817,Fountain
984,USC00053079,81039,Fowler
985,USC00053116,80442,Fraser
986,USC00053146,81521,Fruita
987,USC00053246,81522,Gateway
988,USC00053258,80818,Genoa
989,USC00053261,80452,Idaho
990,USC00053307,84532,Moab
991,USC00053359,81601,Glenwood
992,USC00053387,80401,Golden
993,USC00053446,80480,Walden
994,USC00053489,81503,Grand
995,USC00053496,80447,Grand
996,USC00053500,80446,Granby
997,USC00053530,80421,Bailey
998,USC00053541,81146,Mosca
999,USC00053553,80631,Greeley
1000,USC00053592,80498,Silverthorne
1001,USC00053629,80403,Golden
1002,USC00053652,81212,Canon
1003,USC00053656,81212,Canon
1004,USC00053662,81230,Gunnison
1005,USC00053738,81638,Hamilton
1006,USC00053828,81045,Haswell
1007,USC00053867,81639,Hayden
1008,USC00053951,81130,Creede
1009,USC00054054,80545,Red
1010,USC00054076,81047,Holly
1011,USC00054082,80734,Holyoke
1012,USC00054135,80512,Bellvue
1013,USC00054172,80821,Hugo
1014,USC00054242,80735,Idalia
1015,USC00054250,81122,Bayfield
1016,USC00054254,81137,Ignacio
1017,USC00054293,80127,Littleton
1018,USC00054380,80822,Joes
1019,USC00054388,81044,Hasty
1020,USC00054413,80737,Julesburg
1021,USC00054444,80821,Hugo
1022,USC00054452,80127,Littleton
1023,USC00054538,81049,Kim
1024,USC00054546,81049,Kim
1025,USC00054603,80825,Kit
1026,USC00054606,80825,Kit
1027,USC00054664,80459,Kremmling
1028,USC00054724,81050,La
1029,USC00054726,81050,La
1030,USC00054734,81235,Lake
1031,USC00054742,80827,Lake
1032,USC00054762,80215,Denver
1033,USC00054770,81052,Lamar
1034,USC00054834,81054,Las
1035,USC00054934,81122,Bayfield
1036,USC00054945,80751,Sterling
1037,USC00055020,80830,Matheson
1038,USC00055025,80757,Woodrow
1039,USC00055056,80110,Englewood
1040,USC00055116,80501,Longmont
1041,USC00055236,80538,Loveland
1042,USC00055322,81140,La
1043,USC00055327,81328,Mancos
1044,USC00055402,80123,Littleton
1045,USC00055414,81641,Meeker
1046,USC00055422,81610,Dinosaur
1047,USC00055427,80830,Matheson
1048,USC00055446,81640,Maybell
1049,USC00055484,81641,Meeker
1050,USC00055507,81621,Basalt
1051,USC00055531,81328,Mancos
1052,USC00055706,81144,Monte
1053,USC00055722,81401,Montrose
1054,USC00055734,80132,Monument
1055,USC00055795,81023,Beulah
1056,USC00055797,80452,Idaho
1057,USC00055922,80742,New
1058,USC00055934,80742,New
1059,USC00055970,81324,Dove
1060,USC00055984,80234,Denver
1061,USC00056012,81423,Norwood
1062,USC00056023,80648,Nunn
1063,USC00056040,80467,Oak
1064,USC00056131,81063,Ordway
1065,USC00056136,81063,Ordway
1066,USC00056203,81427,Ouray
1067,USC00056205,81427,Ouray
1068,USC00056258,81147,Pagosa
1069,USC00056259,81147,Pagosa
1070,USC00056266,81630,De
1071,USC00056306,81419,Hotchkiss
1072,USC00056318,81411,Bedrock
1073,USC00056320,81411,Bedrock
1074,USC00056323,80134,Parker
1075,USC00056326,80138,Parker
1076,USC00056520,81430,Placerville
1077,USC00056524,81430,Placerville
1078,USC00056765,81005,Pueblo
1079,USC00056797,80467,Oak
1080,USC00056816,80007,Arvada
1081,USC00056832,81648,Rangely
1082,USC00056970,81623,Carbondale
1083,USC00056977,81040,Gardner
1084,USC00057017,81320,Cahone
1085,USC00057020,81432,Ridgway
1086,USC00057031,81650,Rifle
1087,USC00057050,81235,Lake
1088,USC00057167,81067,Rocky
1089,USC00057249,80135,Sedalia
1090,USC00057287,80833,Rush
1091,USC00057296,80512,Bellvue
1092,USC00057309,00027,Pike
1093,USC00057317,81069,Rye
1094,USC00057337,81149,Saguache
1095,USC00057370,81201,Salida
1096,USC00057430,81152,San
1097,USC00057450,81130,Creede
1098,USC00057460,81149,Saguache
1099,USC00057510,80135,Sedalia
1100,USC00057515,80749,Sedgwick
1101,USC00057519,80815,Flagler
1102,USC00057557,80804,Arriba
1103,USC00057560,80740,Lindon
1104,USC00057572,81040,Gardner
1105,USC00057582,81071,Sheridan
1106,USC00057618,81601,Glenwood
1107,USC00057656,81433,Silverton
1108,USC00057816,80433,Conifer
1109,USC00057848,80430,Coalmont
1110,USC00057866,81073,Springfield
1111,USC00057936,80487,Steamboat
1112,USC00057950,80751,Sterling
1113,USC00057992,81090,Walsh
1114,USC00058008,80836,Stratton
1115,USC00058022,80127,Littleton
1116,USC00058064,81251,Twin
1117,USC00058157,81025,Boone
1118,USC00058184,81210,Almont
1119,USC00058204,81435,Telluride
1120,USC00058290,81059,Model
1121,USC00058429,81082,Trinidad
1122,USC00058436,81082,Trinidad
1123,USC00058501,81251,Twin
1124,USC00058560,81422,Naturita
1125,USC00058575,81657,Vail
1126,USC00058582,81122,Bayfield
1127,USC00058613,80758,Wray
1128,USC00058690,80536,Livermore
1129,USC00058756,80480,Walden
1130,USC00058781,81089,Walsenburg
1131,USC00058793,81090,Walsh
1132,USC00058839,80538,Loveland
1133,USC00058860,81101,Alamosa
1134,USC00058931,81252,Westcliffe
1135,USC00058995,80033,Wheat
1136,USC00059058,80825,Kit
1137,USC00059060,80825,Kit
1138,USC00059096,80468,Parshall
1139,USC00059175,80446,Granby
1140,USC00059181,81130,Creede
1141,USC00059213,80723,Brush
1142,USC00059216,81082,Trinidad
1143,USC00059243,80758,Wray
1144,USC00059265,80479,Toponas
1145,USC00059275,81335,Yellow
1146,USC00059278,81327,Lewis
1147,USC00059295,80759,Yuma
1148,USC00059297,80743,Otis
1149,USC00060128,06401,Ansonia
1150,USC00060227,06057,New
1151,USC00060299,06063,Barkhamsted
1152,USC00060808,06610,Bridgeport
1153,USC00060961,06755,Gaylordsville
1154,USC00060973,06001,Avon
1155,USC00061762,06801,Bethel
1156,USC00062169,06405,Branford
1157,USC00062658,06031,Falls
1158,USC00063207,06340,Groton
1159,USC00063420,06247,Hampton
1160,USC00063857,06351,Jewett
1161,USC00064488,06250,Mansfield
1162,USC00064767,06455,Middlefield
1163,USC00065077,06514,Hamden
1164,USC00065445,06058,Norfolk
1165,USC00065910,06360,Norwich
1166,USC00066655,06830,Greenwich
1167,USC00066966,06776,New
1168,USC00067002,06877,Ridgefield
1169,USC00067157,06612,Easton
1170,USC00067373,06750,Bantam
1171,USC00067432,06489,Southington
1172,USC00067958,06076,Stafford
1173,USC00067959,06076,Stafford
1174,USC00067970,06903,Stamford
1175,USC00068065,06468,Monroe
1176,USC00068138,06268,Storrs
1177,USC00068436,06790,Torrington
1178,USC00069162,06117,West
1179,USC00069388,06255,North
1180,USC00069568,06763,Morris
1181,USC00069775,06798,Woodbury
1182,USC00071200,19701,Bear
1183,USC00072730,19901,Dover
1184,USC00073570,19947,Georgetown
1185,USC00073595,19950,Greenwood
1186,USC00075320,19958,Lewes
1187,USC00075915,19963,Milford
1188,USC00076410,19711,Newark
1189,USC00079605,19802,Wilmington
1190,USC00080228,34266,Arcadia
1191,USC00080236,33960,Venus
1192,USC00080369,33825,Avon
1193,USC00080390,33827,Babson
1194,USC00080414,33043,Big
1195,USC00080478,33830,Bartow
1196,USC00080598,32680,Old
1197,USC00080611,33430,Belle
1198,USC00080735,34120,Naples
1199,USC00080737,33440,Clewiston
1200,USC00080945,34203,Bradenton
1201,USC00080992,34974,Okeechobee
1202,USC00081022,32321,Bristol
1203,USC00081046,34601,Brooksville
1204,USC00081163,33513,Bushnell
1205,USC00081276,33430,Belle
1206,USC00081306,33149,Key
1207,USC00081544,32428,Chipley
1208,USC00081641,34711,Clermont
1209,USC00081651,33440,Clewiston
1210,USC00081654,33440,Clewiston
1211,USC00081795,33050,Marathon
1212,USC00081800,33026,Hollywood
1213,USC00081858,33065,Pompano
1214,USC00081978,32112,Crescent
1215,USC00082008,32628,Cross
1216,USC00082046,33050,Marathon
1217,USC00082150,32114,Daytona
1218,USC00082220,32433,Defuniak
1219,USC00082229,32720,Deland
1220,USC00082288,33875,Sebring
1221,USC00082298,33935,Labelle
1222,USC00082391,32060,Live
1223,USC00082418,33040,Key
1224,USC00082441,33050,Marathon
1225,USC00082850,34114,Naples
1226,USC00082915,32131,East
1227,USC00082944,32034,Fernandina
1228,USC00083020,33034,Homestead
1229,USC00083026,34773,Saint
1230,USC00083137,34972,Okeechobee
1231,USC00083153,34219,Parrish
1232,USC00083163,33312,Fort
1233,USC00083168,33304,Fort
1234,USC00083207,34947,Fort
1235,USC00083322,32606,Gainesville
1236,USC00083470,32040,Glen
1237,USC00083874,32033,Elkton
1238,USC00083909,33166,Miami
1239,USC00083956,32643,High
1240,USC00083986,33565,Plant
1241,USC00084050,33004,Dania
1242,USC00084095,33031,Homestead
1243,USC00084210,34142,Immokalee
1244,USC00084289,34452,Inverness
1245,USC00084320,33036,Islamorada
1246,USC00084366,32250,Jacksonville
1247,USC00084394,32052,Jasper
1248,USC00084412,33037,Key
1249,USC00084461,33408,North
1250,USC00084625,34741,Kissimmee
1251,USC00084662,33935,Labelle
1252,USC00084707,33844,Haines
1253,USC00084731,32025,Lake
1254,USC00084802,33811,Lakeland
1255,USC00085076,34788,Leesburg
1256,USC00085099,32060,Live
1257,USC00085184,33472,Boynton
1258,USC00085275,32340,Madison
1259,USC00085359,34145,Marco
1260,USC00085539,32060,Live
1261,USC00085667,33165,Miami
1262,USC00085793,32565,Jay
1263,USC00085879,32344,Monticello
1264,USC00085880,32344,Monticello
1265,USC00085895,33471,Moore
1266,USC00085973,33859,Lake
1267,USC00086065,34241,Sarasota
1268,USC00086078,34104,Naples
1269,USC00086129,32464,Westville
1270,USC00086240,32542,Eglin
1271,USC00086315,33169,Miami
1272,USC00086406,34141,Ochopee
1273,USC00086414,34480,Ocala
1274,USC00086485,34974,Okeechobee
1275,USC00086618,32134,Fort
1276,USC00086657,33935,Labelle
1277,USC00086764,33418,Palm
1278,USC00086767,32137,Palm
1279,USC00086828,32346,Panacea
1280,USC00086842,32444,Lynn
1281,USC00086880,33598,Wimauma
1282,USC00087020,33187,Miami
1283,USC00087025,32348,Perry
1284,USC00087205,33563,Plant
1285,USC00087228,32712,Apopka
1286,USC00087254,33060,Pompano
1287,USC00087261,32127,Port
1288,USC00087304,34997,Stuart
1289,USC00087397,33982,Punta
1290,USC00087429,32351,Quincy
1291,USC00087760,33034,Homestead
1292,USC00087826,32080,Saint
1293,USC00087851,33576,San
1294,USC00087869,32327,Crawfordville
1295,USC00087982,32771,Sanford
1296,USC00088076,32359,Steinhatchee
1297,USC00088368,00053,Southwest
1298,USC00088529,32091,Starke
1299,USC00088565,32359,Steinhatchee
1300,USC00088620,34994,Stuart
1301,USC00088756,32310,Tallahassee
1302,USC00088780,33196,Miami
1303,USC00088824,34689,Tarpon
1304,USC00088841,33070,Tavernier
1305,USC00088942,32796,Titusville
1306,USC00089120,32626,Chiefland
1307,USC00089176,34285,Venice
1308,USC00089219,32960,Vero
1309,USC00089401,33873,Wauchula
1310,USC00089430,34606,Spring
1311,USC00089511,33326,Fort
1312,USC00089566,32465,Wewahitchka
1313,USC00089640,32052,Jasper
1314,USC00089707,33880,Winter
1315,USC00089795,32460,Sneads
1316,USC00090010,31001,Abbeville
1317,USC00090044,30184,White
1318,USC00090140,31701,Albany
1319,USC00090181,30121,Cartersville
1320,USC00090219,30004,Alpharetta
1321,USC00090236,30510,Alto
1322,USC00090253,31709,Americus
1323,USC00090311,30802,Appling
1324,USC00090406,31714,Ashburn
1325,USC00090441,31543,Hortense
1326,USC00090444,30080,Smyrna
1327,USC00090586,39819,Bainbridge
1328,USC00090603,30107,Ball
1329,USC00090670,31513,Baxley
1330,USC00090746,30711,Crandall
1331,USC00090969,30512,Blairsville
1332,USC00090979,39837,Colquitt
1333,USC00091132,30624,Bowman
1334,USC00091266,30415,Brooklet
1335,USC00091340,31520,Brunswick
1336,USC00091372,31803,Buena
1337,USC00091425,31006,Butler
1338,USC00091448,31008,Byron
1339,USC00091463,39828,Cairo
1340,USC00091474,30701,Calhoun
1341,USC00091500,31730,Camilla
1342,USC00091585,30115,Canton
1343,USC00091619,30521,Carnesville
1344,USC00091640,30117,Carrollton
1345,USC00091657,30705,Chatsworth
1346,USC00091665,30120,Cartersville
1347,USC00091670,30120,Cartersville
1348,USC00091732,30124,Cave
1349,USC00091863,30705,Chatsworth
1350,USC00091906,30707,Chickamauga
1351,USC00091908,30707,Chickamauga
1352,USC00091965,30523,Clarkesville
1353,USC00091973,30417,Claxton
1354,USC00091982,30525,Clayton
1355,USC00092006,30528,Cleveland
1356,USC00092055,31303,Clyo
1357,USC00092153,39837,Colquitt
1358,USC00092159,31907,Columbus
1359,USC00092180,30529,Commerce
1360,USC00092266,31015,Cordele
1361,USC00092283,30531,Cornelia
1362,USC00092318,30014,Covington
1363,USC00092361,31743,De
1364,USC00092408,30040,Cumming
1365,USC00092429,30701,Calhoun
1366,USC00092450,39840,Cuthbert
1367,USC00092475,30533,Dahlonega
1368,USC00092485,30157,Dallas
1369,USC00092493,30721,Dalton
1370,USC00092517,30633,Danielsville
1371,USC00092532,31017,Danville
1372,USC00092570,39842,Dawson
1373,USC00092578,30534,Dawsonville
1374,USC00092716,31545,Jesup
1375,USC00092738,39845,Donalsonville
1376,USC00092783,31535,Douglas
1377,USC00092791,30135,Douglasville
1378,USC00092839,31021,Dublin
1379,USC00092966,31023,Eastman
1380,USC00093060,30635,Elberton
1381,USC00093115,30540,Ellijay
1382,USC00093147,30157,Dallas
1383,USC00093271,30223,Griffin
1384,USC00093325,31537,Folkston
1385,USC00093386,31750,Fitzgerald
1386,USC00093465,31537,Folkston
1387,USC00093506,31029,Forsyth
1388,USC00093538,31314,Fort
1389,USC00093570,30217,Franklin
1390,USC00093578,36373,Shorterville
1391,USC00093621,30504,Gainesville
1392,USC00093658,39854,Georgetown
1393,USC00093695,30810,Gibson
1394,USC00093754,30427,Glennville
1395,USC00093915,30222,Greenville
1396,USC00094133,30643,Hartwell
1397,USC00094138,30643,Hartwell
1398,USC00094170,31036,Hawkinsville
1399,USC00094204,31539,Hazlehurst
1400,USC00094230,30545,Helen
1401,USC00094429,31634,Homerville
1402,USC00094594,31031,Gordon
1403,USC00094648,30143,Jasper
1404,USC00094674,31316,Ludowici
1405,USC00094676,31546,Jesup
1406,USC00094700,30236,Jonesboro
1407,USC00094728,31046,Juliette
1408,USC00094862,31049,Kite
1409,USC00094941,30728,La
1410,USC00094949,30241,LaGrange
1411,USC00095061,31763,Leesburg
1412,USC00095165,30630,Crawford
1413,USC00095204,30817,Lincolnton
1414,USC00095314,30434,Louisville
1415,USC00095394,31815,Lumpkin
1416,USC00095401,30436,Lyons
1417,USC00095404,30082,Smyrna
1418,USC00095550,31057,Marshallville
1419,USC00095666,30252,McDonough
1420,USC00095811,30439,Metter
1421,USC00095858,30401,Swainsboro
1422,USC00095863,30441,Midville
1423,USC00095874,31061,Milledgeville
1424,USC00095882,30442,Millen
1425,USC00095979,31063,Montezuma
1426,USC00095988,31064,Monticello
1427,USC00096043,39866,Morgan
1428,USC00096087,31788,Moultrie
1429,USC00096093,30525,Clayton
1430,USC00096148,36877,Smiths
1431,USC00096219,31543,Hortense
1432,USC00096244,31639,Nashville
1433,USC00096335,30263,Newnan
1434,USC00096407,30071,Norcross
1435,USC00096650,31774,Ocilla
1436,USC00096838,31557,Patterson
1437,USC00097087,31780,Plains
1438,USC00097171,31519,Broxton
1439,USC00097201,31824,Preston
1440,USC00097276,31643,Quitman
1441,USC00097430,30735,Resaca
1442,USC00097489,30736,Ringgold
1443,USC00097528,30455,Rocky
1444,USC00097600,30161,Rome
1445,USC00097777,31082,Sandersville
1446,USC00097808,31304,Crescent
1447,USC00097827,30528,Cleveland
1448,USC00098064,30642,Greensboro
1449,USC00098223,31087,Sparta
1450,USC00098241,31312,Guyton
1451,USC00098351,30471,Twin
1452,USC00098436,30747,Summerville
1453,USC00098476,31563,Surrency
1454,USC00098496,30401,Swainsboro
1455,USC00098535,31827,Talbotton
1456,USC00098600,30178,Taylorsville
1457,USC00098661,30286,Thomaston
1458,USC00098666,31757,Thomasville
1459,USC00098703,31794,Tifton
1460,USC00098740,30577,Toccoa
1461,USC00098950,30621,Bishop
1462,USC00098974,31601,Valdosta
1463,USC00099027,31092,Vienna
1464,USC00099077,30183,Waleska
1465,USC00099124,31088,Warner
1466,USC00099141,30828,Warrenton
1467,USC00099157,30673,Washington
1468,USC00099186,31516,Blackshear
1469,USC00099194,30830,Waynesboro
1470,USC00099291,36863,Lanett
1471,USC00099466,30620,Bethlehem
1472,USC00099486,30683,Winterville
1473,USC00099502,31569,Woodbine
1474,USC00099506,30293,Woodbury
1475,USC00099524,30188,Woodstock
1476,USC00100010,83210,Aberdeen
1477,USC00100227,83210,Aberdeen
1478,USC00100282,83647,Mountain
1479,USC00100347,83212,Arbon
1480,USC00100375,83213,Arco
1481,USC00100448,83647,Mountain
1482,USC00100470,83420,Ashton
1483,USC00100528,83802,Avery
1484,USC00100667,83801,Athol
1485,USC00100803,83220,Bern
1486,USC00100915,83221,Blackfoot
1487,USC00101017,83714,Garden
1488,USC00101018,83716,Boise
1489,USC00101079,83805,Bonners
1490,USC00101180,97834,Halfway
1491,USC00101195,83604,Bruneau
1492,USC00101220,83316,Buhl
1493,USC00101363,83811,Clark
1494,USC00101380,83605,Caldwell
1495,USC00101408,83610,Cambridge
1496,USC00101514,83611,Cascade
