,STNID,ZIP,POSTOFFICE
5180,USC00319354,28472,Whiteville
5181,USC00319357,28472,Whiteville
5182,USC00319406,28697,Wilkesboro
5183,USC00319423,28478,Willard
5184,USC00319427,28392,Tar
5185,USC00319440,27892,Williamston
5186,USC00319461,28409,Wilmington
5187,USC00319467,28429,Castle
5188,USC00319476,27893,Wilson
5189,USC00319555,28697,Wilkesboro
5190,USC00319675,27018,East
5191,USC00319704,27379,Yanceyville
5192,USC00319923,27591,Wendell
5193,USC00320005,58018,Colfax
5194,USC00320022,58210,Adams
5195,USC00320096,58831,Alexander
5196,USC00320127,58520,Almont
5197,USC00320189,58833,Ambrose
5198,USC00320209,58620,Amidon
5199,USC00320382,58413,Ashley
5200,USC00320590,58621,Beach
5201,USC00320626,58316,Belcourt
5202,USC00320729,58718,Berthold
5203,USC00320766,58523,Beulah
5204,USC00320767,58523,Beulah
5205,USC00320817,58503,Bismarck
5206,USC00320827,58503,Bismarck
5207,USC00320941,58318,Bottineau
5208,USC00320961,58721,Bowbells
5209,USC00320995,58623,Bowman
5210,USC00321052,58570,Solen
5211,USC00321225,58723,Butte
5212,USC00321288,58324,Cando
5213,USC00321360,58421,Carrington
5214,USC00321362,58421,Carrington
5215,USC00321370,58529,Carson
5216,USC00321408,58012,Casselton
5217,USC00321435,58220,Cavalier
5218,USC00321456,58530,Center
5219,USC00321477,58059,Mapleton
5220,USC00321500,58346,Leeds
5221,USC00321686,58064,Page
5222,USC00321699,58727,Columbus
5223,USC00321766,58425,Cooperstown
5224,USC00321816,58426,Courtenay
5225,USC00321871,58730,Crosby
5226,USC00322188,58601,Dickinson
5227,USC00322193,58642,Manning
5228,USC00322304,58736,Drake
5229,USC00322365,58626,Dunn
5230,USC00322482,58433,Edgeley
5231,USC00322525,58330,Edmore
5232,USC00322536,58455,Kensal
5233,USC00322588,58533,Elgin
5234,USC00322605,58436,Ellendale
5235,USC00322695,58027,Enderlin
5236,USC00322809,58627,Fairfield
5237,USC00322949,58438,Fessenden
5238,USC00323004,58535,Flasher
5239,USC00323064,58413,Ashley
5240,USC00323117,58032,Forman
5241,USC00323196,58844,Fortuna
5242,USC00323207,58538,Fort
5243,USC00323217,58718,Berthold
5244,USC00323287,58441,Fullerton
5245,USC00323309,58442,Gackle
5246,USC00323376,58540,Garrison
5247,USC00323529,58523,Beulah
5248,USC00323594,58237,Grafton
5249,USC00323621,58201,Grand
5250,USC00323686,58741,Granville
5251,USC00323705,58634,Grassy
5252,USC00323826,58542,Hague
5253,USC00323846,58636,Halliday
5254,USC00323908,58041,Hankinson
5255,USC00323963,58339,Hansboro
5256,USC00324013,58341,Harvey
5257,USC00324083,58544,Hazelton
5258,USC00324091,58533,Elgin
5259,USC00324102,58638,Hebron
5260,USC00324178,58639,Hettinger
5261,USC00324180,58639,Hettinger
5262,USC00324203,58045,Hillsboro
5263,USC00324343,58451,Hurdsfield
5264,USC00324372,58386,York
5265,USC00324418,58401,Jamestown
5266,USC00324571,58847,Keene
5267,USC00324646,58746,Kenmare
5268,USC00324722,58640,Killdeer
5269,USC00324879,58318,Bottineau
5270,USC00324937,58458,Lamoure
5271,USC00324958,58249,Langdon
5272,USC00325002,58750,Lansford
5273,USC00325013,58251,Larimore
5274,USC00325078,58346,Leeds
5275,USC00325090,58529,Carson
5276,USC00325186,58053,Lidgerwood
5277,USC00325210,58552,Linton
5278,USC00325211,58552,Linton
5279,USC00325220,58054,Lisbon
5280,USC00325230,58461,Litchville
5281,USC00325434,58348,Maddock
5282,USC00325479,58554,Mandan
5283,USC00325575,58643,Marmarth
5284,USC00325638,58759,Max
5285,USC00325660,58257,Mayville
5286,USC00325710,58463,McClusky
5287,USC00325730,58443,Glenfield
5288,USC00325754,58057,McLeod
5289,USC00325764,58254,McVille
5290,USC00325798,58467,Medina
5291,USC00325813,58645,Medora
5292,USC00325848,58351,Minnewaukan
5293,USC00325993,58701,Minot
5294,USC00326015,58560,Moffit
5295,USC00326025,58761,Mohall
5296,USC00326105,58472,Montpelier
5297,USC00326155,58646,Mott
5298,USC00326255,58561,Napoleon
5299,USC00326315,58647,New
5300,USC00326365,58563,New
5301,USC00326620,58474,Oakes
5302,USC00326857,58270,Park
5303,USC00327027,58272,Petersburg
5304,USC00327047,58475,Pettibone
5305,USC00327281,58773,Powers
5306,USC00327311,58533,Elgin
5307,USC00327450,58649,Reeder
5308,USC00327452,58620,Amidon
5309,USC00327465,58650,Regent
5310,USC00327530,58652,Richardton
5311,USC00327585,58565,Riverdale
5312,USC00327655,58366,Rolette
5313,USC00327664,58367,Rolla
5314,USC00327704,58368,Rugby
5315,USC00327986,58277,Sharon
5316,USC00328047,58782,Sherwood
5317,USC00328065,58569,Shields
5318,USC00328276,58784,Stanley
5319,USC00328366,58482,Steele
5320,USC00328415,58487,Tappen
5321,USC00328608,58486,Sykeston
5322,USC00328627,58718,Berthold
5323,USC00328660,58656,Taylor
5324,USC00328737,58852,Tioga
5325,USC00328792,58788,Towner
5326,USC00328812,58621,Beach
5327,USC00328840,58575,Turtle
5328,USC00328850,58488,Tuttle
5329,USC00328853,58488,Tuttle
5330,USC00328872,58576,Underwood
5331,USC00328913,58789,Upham
5332,USC00328937,58072,Valley
5333,USC00328990,58790,Velva
5334,USC00329035,58490,Verona
5335,USC00329100,56520,Breckenridge
5336,USC00329155,58282,Walhalla
5337,USC00329195,58530,Center
5338,USC00329233,58854,Watford
5339,USC00329246,58634,Grassy
5340,USC00329333,58793,Westhope
5341,USC00329400,58795,Wildrose
5342,USC00329430,58801,Williston
5343,USC00329445,58384,Willow
5344,USC00329455,58579,Wilton
5345,USC00329515,58495,Wishek
5346,USC00329575,58496,Woodworth
5347,USC00329650,58580,Zap
5348,USC00330061,44302,Akron
5349,USC00330256,44805,Ashland
5350,USC00330264,44004,Ashtabula
5351,USC00330279,45701,Athens
5352,USC00330430,43713,Barnesville
5353,USC00330563,43311,Bellefontaine
5354,USC00330573,26133,Belleville
5355,USC00330676,45715,Beverly
5356,USC00330862,43402,Bowling
5357,USC00331042,43506,Bryan
5358,USC00331057,43025,Hebron
5359,USC00331072,44820,Bucyrus
5360,USC00331152,43907,Cadiz
5361,USC00331175,43724,Caldwell
5362,USC00331197,43725,Cambridge
5363,USC00331245,44406,Canfield
5364,USC00331288,45710,Albany
5365,USC00331390,45822,Celina
5366,USC00331404,43011,Centerburg
5367,USC00331458,44024,Chardon
5368,USC00331515,45211,Cincinnati
5369,USC00331528,45601,Chillicothe
5370,USC00331536,45120,Felicity
5371,USC00331541,44256,Medina
5372,USC00331550,45233,Cincinnati
5373,USC00331592,43113,Circleville
5374,USC00331777,43230,Columbus
5375,USC00331783,43207,Columbus
5376,USC00331858,43844,Warsaw
5377,USC00331890,43812,Coshocton
5378,USC00331905,43824,Fresno
5379,USC00332044,43014,Danville
5380,USC00332067,45402,Dayton
5381,USC00332098,43512,Defiance
5382,USC00332119,43015,Delaware
5383,USC00332160,44621,Dennison
5384,USC00332251,44032,Dorset
5385,USC00332485,45320,Eaton
5386,USC00332599,44039,North
5387,USC00332603,44050,LaGrange
5388,USC00332626,43138,Logan
5389,USC00332651,45013,Hamilton
5390,USC00332727,45142,Lynchburg
5391,USC00332791,45840,Findlay
5392,USC00332847,44889,Wakeman
5393,USC00332895,45846,Fort
5394,USC00332928,45005,Franklin
5395,USC00332956,43050,Mount
5396,USC00332974,43420,Fremont
5397,USC00332976,43420,Fremont
5398,USC00333021,44833,Galion
5399,USC00333029,25515,Gallipolis
5400,USC00333292,43402,Bowling
5401,USC00333375,45331,Greenville
5402,USC00333393,43014,Danville
5403,USC00333482,45013,Hamilton
5404,USC00333500,26155,New
5405,USC00333722,43526,Hicksville
5406,USC00333758,45133,Hillsboro
5407,USC00333780,44231,Garrettsville
5408,USC00333838,43907,Cadiz
5409,USC00333874,43413,Cygnet
5410,USC00333915,43310,Belle
5411,USC00333987,43029,Irwin
5412,USC00334004,45640,Jackson
5413,USC00334038,43128,Jeffersonville
5414,USC00334189,43326,Kenton
5415,USC00334238,45034,Kings
5416,USC00334258,44024,Chardon
5417,USC00334260,44024,Chardon
5418,USC00334319,44044,Grafton
5419,USC00334383,43130,Lancaster
5420,USC00334403,43130,Lancaster
5421,USC00334434,43135,Laurelville
5422,USC00334551,45804,Lima
5423,USC00334672,43138,Logan
5424,USC00334681,43140,London
5425,USC00334728,44641,Louisville
5426,USC00334874,44903,Mansfield
5427,USC00334924,26187,Williamstown
5428,USC00334927,26187,Williamstown
5429,USC00334942,43302,Marion
5430,USC00334967,44645,Marshallville
5431,USC00334979,43040,Marysville
5432,USC00335029,45651,Mc
5433,USC00335041,43756,McConnelsville
5434,USC00335188,45002,Cleves
5435,USC00335220,45042,Middletown
5436,USC00335268,45150,Milford
5437,USC00335297,44654,Millersburg
5438,USC00335315,44432,Lisbon
5439,USC00335356,44440,Mineral
5440,USC00335438,43543,Montpelier
5441,USC00335505,44410,Cortland
5442,USC00335535,43338,Mount
5443,USC00335669,43545,Napoleon
5444,USC00335718,45764,Nelsonville
5445,USC00335747,43055,Newark
5446,USC00335786,45344,New
5447,USC00335794,43832,Newcomerstown
5448,USC00335857,43764,New
5449,USC00335894,44663,New
5450,USC00335939,26170,Saint
5451,USC00336118,44857,Norwalk
5452,USC00336196,44074,Oberlin
5453,USC00336342,45875,Ottawa
5454,USC00336389,44060,Mentor
5455,USC00336405,45877,Pandora
5456,USC00336465,45879,Paulding
5457,USC00336600,43771,Philo
5458,USC00336616,43973,Freeport
5459,USC00336630,45661,Piketon
5460,USC00336645,45356,Piqua
5461,USC00336650,45356,Piqua
5462,USC00336697,45359,Pleasant
5463,USC00336781,41175,South
5464,USC00336861,43342,Prospect
5465,USC00336882,43456,Put
5466,USC00336949,44266,Ravenna
5467,USC00337120,45167,Ripley
5468,USC00337255,43777,Roseville
5469,USC00337303,44859,Nova
5470,USC00337383,45885,Saint
5471,USC00337400,43072,Saint
5472,USC00337410,45741,Langsville
5473,USC00337538,43140,London
5474,USC00337559,43780,Senecaville
5475,USC00337693,45365,Sidney
5476,USC00337857,25530,Kenova
5477,USC00337935,45502,Springfield
5478,USC00338025,26062,Weirton
5479,USC00338110,43557,Stryker
5480,USC00338313,44883,Tiffin
5481,USC00338332,45371,Tipp
5482,USC00338366,43604,Toledo
5483,USC00338534,43351,Upper
5484,USC00338552,43078,Urbana
5485,USC00338560,43071,Saint
5486,USC00338565,43055,Newark
5487,USC00338609,45891,Van
5488,USC00338642,45380,Versailles
5489,USC00338769,44446,Niles
5490,USC00338794,43160,Washington
5491,USC00338810,45658,Patriot
5492,USC00338822,43567,Wauseon
5493,USC00338830,45690,Waverly
5494,USC00338951,43081,Westerville
5495,USC00338990,45321,Eldorado
5496,USC00339050,45693,West
5497,USC00339197,26134,Belmont
5498,USC00339219,45177,Wilmington
5499,USC00339299,43793,Woodsfield
5500,USC00339312,44691,Wooster
5501,USC00339361,45385,Xenia
5502,USC00340010,73082,Rush
5503,USC00340017,74820,Ada
5504,USC00340028,74330,Adair
5505,USC00340179,73539,Elmer
5506,USC00340184,73655,Lone
5507,USC00340193,73717,Alva
5508,USC00340200,73004,Amber
5509,USC00340215,73718,Ames
5510,USC00340224,73005,Anadarko
5511,USC00340256,74523,Antlers
5512,USC00340260,73006,Apache
5513,USC00340288,73013,Edmond
5514,USC00340292,73401,Ardmore
5515,USC00340332,73832,Arnett
5516,USC00340364,74553,Kiowa
5517,USC00340391,74525,Atoka
5518,USC00340535,74002,Barnsdall
5519,USC00340546,74003,Bartlesville
5520,USC00340567,74724,Bethel
5521,USC00340593,73932,Beaver
5522,USC00340670,74563,Red
5523,USC00340755,74630,Billings
5524,USC00340782,74008,Bixby
5525,USC00340818,74631,Blackwell
5526,USC00340830,73010,Blanchard
5527,USC00340908,73933,Boise
5528,USC00340980,74727,Boswell
5529,USC00341075,74632,Braman
5530,USC00341144,74010,Bristow
5531,USC00341162,74728,Broken
5532,USC00341168,74728,Broken
5533,USC00341243,73834,Buffalo
5534,USC00341256,74633,Burbank
5535,USC00341445,73724,Canton
5536,USC00341499,74734,Eagletown
5537,USC00341504,73015,Carnegie
5538,USC00341544,74724,Bethel
5539,USC00341620,73852,Mooreland
5540,USC00341648,74534,Centrahoma
5541,USC00341684,74834,Chandler
5542,USC00341706,73528,Chattanooga
5543,USC00341711,74426,Checotah
5544,USC00341717,74016,Chelsea
5545,USC00341724,73728,Cherokee
5546,USC00341745,73086,Sulphur
5547,USC00341750,73018,Chickasha
5548,USC00341828,74017,Claremore
5549,USC00341858,74547,Hartshorne
5550,USC00341902,74020,Cleveland
5551,USC00341909,73601,Clinton
5552,USC00342011,73432,Coleman
5553,USC00342039,73021,Colony
5554,USC00342054,73529,Comanche
5555,USC00342125,73632,Cordell
5556,USC00342196,73052,Lindsay
5557,USC00342242,73742,Hennessey
5558,USC00342318,74023,Cushing
5559,USC00342354,74540,Daisy
5560,USC00342485,74437,Henryetta
5561,USC00342660,73533,Duncan
5562,USC00342668,73533,Duncan
5563,USC00342678,74701,Durant
5564,USC00342690,74839,Dustin
5565,USC00342788,73034,Edmond
5566,USC00342818,73036,El
5567,USC00342849,73644,Elk
5568,USC00342872,73433,Elmore
5569,USC00342912,73701,Enid
5570,USC00342944,73645,Erick
5571,USC00342993,74425,Canadian
5572,USC00343065,74966,Wister
5573,USC00343070,73840,Fargo
5574,USC00343083,74525,Atoka
5575,USC00343250,74652,Shidler
5576,USC00343286,74434,Fort
5577,USC00343304,73841,Fort
5578,USC00343353,73542,Frederick
5579,USC00343358,73842,Freedom
5580,USC00343489,73844,Gate
5581,USC00343497,73014,Calumet
5582,USC00343628,73939,Goodwell
5583,USC00343740,73749,Jet
5584,USC00343821,73044,Guthrie
5585,USC00343835,73942,Guymon
5586,USC00343871,73644,Elk
5587,USC00343884,74845,Hanna
5588,USC00343909,74647,Newkirk
5589,USC00343956,74436,Haskell
5590,USC00343998,73549,Headrick
5591,USC00344001,73463,Wilson
5592,USC00344008,74937,Heavener
5593,USC00344017,74963,Watson
5594,USC00344019,73741,Helena
5595,USC00344052,73433,Elmore
5596,USC00344055,73742,Hennessey
5597,USC00344098,74010,Bristow
5598,USC00344235,74848,Holdenville
5599,USC00344249,73544,Gould
5600,USC00344258,74369,Welch
5601,USC00344298,73945,Hooker
5602,USC00344384,74743,Hugo
5603,USC00344393,74056,Pawhuska
5604,USC00344451,74728,Broken
5605,USC00344489,74032,Glencoe
5606,USC00344567,74346,Jay
5607,USC00344573,73759,Medford
5608,USC00344672,74347,Kansas
5609,USC00344766,73946,Kenton
5610,USC00344812,74063,Sand
5611,USC00344861,73750,Kingfisher
5612,USC00344865,73439,Kingston
5613,USC00344915,74849,Konawa
5614,USC00344950,73754,Lahoma
5615,USC00344975,74426,Checotah
5616,USC00345013,74643,Lamont
5617,USC00345045,73848,Laverne
5618,USC00345063,73505,Lawton
5619,USC00345090,73654,Leedey
5620,USC00345108,74538,Coalgate
5621,USC00345118,74042,Lenapah
5622,USC00345216,73052,Lindsay
5623,USC00345247,73442,Loco
5624,USC00345329,73053,Lookeba
5625,USC00345437,74931,Bunch
5626,USC00345468,73446,Madill
5627,USC00345509,73554,Mangum
5628,USC00345522,74020,Cleveland
5629,USC00345540,74045,Maramec
5630,USC00345563,73448,Marietta
5631,USC00345581,73055,Marlow
5632,USC00345693,74944,McCurtain
5633,USC00345713,74525,Atoka
5634,USC00345768,73759,Medford
5635,USC00345779,74855,Meeker
5636,USC00345855,74354,Miami
5637,USC00346035,73627,Carter
5638,USC00346110,73063,Mulhall
5639,USC00346130,74403,Muskogee
5640,USC00346139,73853,Mutual
5641,USC00346278,74647,Newkirk
5642,USC00346386,73019,Norman
5643,USC00346485,74048,Nowata
5644,USC00346629,73763,Okeene
5645,USC00346638,74859,Okemah
5646,USC00346659,73119,Oklahoma
5647,USC00346670,74447,Okmulgee
5648,USC00346678,74450,Oktaha
5649,USC00346729,74053,Oologah
5650,USC00346751,73737,Fairview
5651,USC00346926,73075,Pauls
5652,USC00346935,74056,Pawhuska
5653,USC00346940,74058,Pawnee
5654,USC00347003,74059,Perkins
5655,USC00347012,73077,Perry
5656,USC00347068,73078,Piedmont
5657,USC00347080,74754,Ringold
5658,USC00347214,73460,Tishomingo
5659,USC00347254,74953,Poteau
5660,USC00347264,74864,Prague
5661,USC00347309,74361,Pryor
5662,USC00347327,73080,Purcell
5663,USC00347372,74561,Quinton
5664,USC00347390,74650,Ralston
5665,USC00347394,74051,Ochelata
5666,USC00347403,73562,Randlett
5667,USC00347412,73944,Hardesty
5668,USC00347505,74651,Red
5669,USC00347534,73933,Boise
5670,USC00347565,73627,Carter
5671,USC00347579,73660,Reydon
5672,USC00347727,73564,Roosevelt
5673,USC00347862,74955,Sallisaw
5674,USC00347952,73662,Sayre
5675,USC00347979,74501,McAlester
5676,USC00348016,73062,Mountain
5677,USC00348042,74868,Seminole
5678,USC00348110,74801,Shawnee
5679,USC00348258,74070,Skiatook
5680,USC00348285,74957,Smithville
5681,USC00348299,73559,Mountain
5682,USC00348380,74365,Salina
5683,USC00348416,74959,Spiro
5684,USC00348479,74857,Newalla
5685,USC00348501,74074,Stillwater
5686,USC00348506,74960,Stilwell
5687,USC00348563,74079,Stroud
5688,USC00348652,73666,Sweetwater
5689,USC00348677,74464,Tahlequah
5690,USC00348708,73667,Taloga
5691,USC00348769,74962,Vian
5692,USC00348815,73669,Thomas
5693,USC00348884,73460,Tishomingo
5694,USC00349017,73950,Turpin
5695,USC00349023,74574,Tuskahoma
5696,USC00349032,73433,Elmore
5697,USC00349086,73036,El
5698,USC00349101,74338,Colcord
5699,USC00349118,74764,Valliant
5700,USC00349172,73859,Vici
5701,USC00349203,74301,Vinita
5702,USC00349212,73571,Vinson
5703,USC00349247,74467,Wagoner
5704,USC00349278,73572,Walters
5705,USC00349298,74083,Wann
5706,USC00349364,73772,Watonga
5707,USC00349395,73573,Waurika
5708,USC00349404,73860,Waynoka
5709,USC00349422,73096,Weatherford
5710,USC00349445,74470,Webbers
5711,USC00349479,74833,Castle
5712,USC00349575,74884,Wewoka
5713,USC00349629,00067,N
5714,USC00349634,74563,Red
5715,USC00349668,73673,Willow
5716,USC00349724,74940,Howe
5717,USC00349760,73801,Woodward
5718,USC00350036,97620,Adel
5719,USC00350118,97638,Silver
5720,USC00350145,97324,Alsea
5721,USC00350189,97721,Princeton
5722,USC00350197,97001,Antelope
5723,USC00350217,97527,Grants
5724,USC00350265,97812,Arlington
5725,USC00350304,97520,Ashland
5726,USC00350312,97711,Ashwood
5727,USC00350356,97869,Prairie
5728,USC00350471,97411,Bandon
5729,USC00350501,97754,Prineville
5730,USC00350595,97007,Beaverton
5731,USC00350652,97413,Blue
5732,USC00350694,97702,Bend
5733,USC00350699,97701,Bend
5734,USC00350723,97911,Juntura
5735,USC00350856,97630,Lakeview
5736,USC00350858,97818,Boardman
5737,USC00350897,97014,Cascade
5738,USC00351055,97415,Brookings
5739,USC00351058,97415,Brookings
5740,USC00351067,97712,Brothers
5741,USC00351124,97721,Princeton
5742,USC00351149,97530,Jacksonville
5743,USC00351174,97910,Jordan
5744,USC00351354,97457,Myrtle
5745,USC00351433,97329,Cascadia
5746,USC00351448,97523,Cave
5747,USC00351546,97731,Chemult
5748,USC00351574,97624,Chiloquin
5749,USC00351643,97016,Clatskanie
5750,USC00351682,97112,Cloverdale
5751,USC00351765,97823,Condon
5752,USC00351836,97423,Coquille
5753,USC00351862,97321,Albany
5754,USC00351877,97370,Philomath
5755,USC00351897,97424,Cottage
5756,USC00351902,97424,Cottage
5757,USC00351914,97413,Blue
5758,USC00351926,97824,Cove
5759,USC00351946,97731,Chemult
5760,USC00352010,97424,Cottage
5761,USC00352112,97338,Dallas
5762,USC00352135,97910,Jordan
5763,USC00352173,97750,Mitchell
5764,USC00352292,97342,Detroit
5765,USC00352325,97119,Gaston
5766,USC00352374,97424,Cottage
5767,USC00352406,97435,Drain
5768,USC00352415,97904,Drewsey
5769,USC00352440,97021,Dufur
5770,USC00352493,97023,Estacada
5771,USC00352597,97827,Elgin
5772,USC00352632,97436,Elkton
5773,USC00352633,97436,Elkton
5774,USC00352675,97828,Enterprise
5775,USC00352678,97828,Enterprise
5776,USC00352693,97023,Estacada
5777,USC00352775,97420,Coos
5778,USC00352800,97338,Dallas
5779,USC00352805,97338,Dallas
5780,USC00352867,97487,Veneta
5781,USC00352876,97710,Fields
5782,USC00352972,97439,Florence
5783,USC00352973,97439,Florence
5784,USC00352974,97471,Roseburg
5785,USC00352997,97116,Forest
5786,USC00353014,97138,Seaside
5787,USC00353038,97830,Fossil
5788,USC00353047,97355,Lebanon
5789,USC00353095,97735,Fort
5790,USC00353193,97441,Gardiner
5791,USC00353232,97623,Bonanza
5792,USC00353250,97801,Pendleton
5793,USC00353356,97444,Gold
5794,USC00353402,97028,Government
5795,USC00353445,97526,Grants
5796,USC00353509,97520,Ashland
5797,USC00353542,97741,Madras
5798,USC00353604,97834,Halfway
5799,USC00353692,97637,Plush
5800,USC00353705,97111,Carlton
5801,USC00353770,97019,Corbett
5802,USC00353818,97838,Hermiston
5803,USC00353827,97836,Heppner
5804,USC00353847,97838,Hermiston
5805,USC00353908,97124,Hillsboro
5806,USC00353971,97386,Sweet
5807,USC00353995,97439,Florence
5808,USC00354003,97031,Hood
5809,USC00354060,97520,Ashland
5810,USC00354098,97907,Huntington
5811,USC00354126,97479,Sutherlin
5812,USC00354133,97406,Agness
5813,USC00354161,97843,Ione
5814,USC00354175,97908,Ironside
5815,USC00354291,97845,John
5816,USC00354329,97846,Joseph
5817,USC00354403,97627,Keno
5818,USC00354411,97029,Grass
5819,USC00354501,97601,Klamath
5820,USC00354506,97601,Klamath
5821,USC00354606,97374,Scio
5822,USC00354622,97850,La
5823,USC00354633,97524,Eagle
5824,USC00354670,97630,Lakeview
5825,USC00354721,97450,Langlois
5826,USC00354732,97411,Bandon
5827,USC00354776,97344,Falls
5828,USC00354811,97478,Springfield
5829,USC00354819,97355,Lebanon
5830,USC00354835,97447,Idleyld
5831,USC00354939,97443,Glide
5832,USC00355020,97856,Long
5833,USC00355026,97471,Roseburg
5834,USC00355050,97438,Fall
5835,USC00355055,97541,Trail
5836,USC00355067,97885,Wallowa
5837,USC00355080,97741,Madras
5838,USC00355139,97741,Madras
5839,USC00355142,97741,Madras
5840,USC00355160,97914,Ontario
5841,USC00355162,97720,Burns
5842,USC00355174,97623,Bonanza
5843,USC00355204,97453,Mapleton
5844,USC00355221,00077,Willamette
5845,USC00355258,97814,Baker
5846,USC00355335,97910,Jordan
5847,USC00355362,97413,Blue
5848,USC00355384,97128,McMinnville
5849,USC00355392,97882,Umatilla
5850,USC00355394,97801,Pendleton
5851,USC00355424,97501,Medford
5852,USC00355515,97741,Madras
5853,USC00355545,97812,Arlington
5854,USC00355593,97862,Milton
5855,USC00355638,97750,Mitchell
5856,USC00355641,97750,Mitchell
5857,USC00355681,97042,Mulino
5858,USC00355711,97864,Monument
5859,USC00355734,97039,Moro
5860,USC00355891,97457,Myrtle
5861,USC00355945,97006,Beaverton
5862,USC00355971,97138,Seaside
5863,USC00356151,97002,Aurora
5864,USC00356179,97913,Nyssa
5865,USC00356200,97462,Oakland
5866,USC00356213,97463,Oakridge
5867,USC00356243,97754,Prineville
5868,USC00356252,97733,Crescent
5869,USC00356302,97758,Riley
5870,USC00356334,97045,Oregon
5871,USC00356366,97368,Otis
5872,USC00356405,97901,Adrian
5873,USC00356426,97636,Paisley
5874,USC00356466,97041,Mount
5875,USC00356500,97751,Paulina
5876,USC00356532,97741,Madras
5877,USC00356540,97801,Pendleton
5878,USC00356541,97801,Pendleton
5879,USC00356550,97801,Pendleton
5880,USC00356634,97868,Pilot
5881,USC00356655,97037,Maupin
5882,USC00356749,97204,Portland
5883,USC00356750,97220,Portland
5884,USC00356784,97465,Port
5885,USC00356795,97465,Port
5886,USC00356820,97466,Powers
5887,USC00356853,97721,Princeton
5888,USC00356883,97754,Prineville
5889,USC00356907,97536,Prospect
5890,USC00357050,97756,Redmond
5891,USC00357112,97471,Roseburg
5892,USC00357127,97132,Newberg
5893,USC00357160,97870,Richland
5894,USC00357169,97457,Myrtle
5895,USC00357208,97720,Burns
5896,USC00357250,97833,Haines
5897,USC00357277,97901,Adrian
5898,USC00357310,97910,Jordan
5899,USC00357331,97470,Roseburg
5900,USC00357391,97530,Jacksonville
5901,USC00357466,97051,Saint
5902,USC00357554,97413,Blue
5903,USC00357631,97038,Molalla
5904,USC00357641,97138,Seaside
5905,USC00357675,97873,Seneca
5906,USC00357736,97910,Jordan
5907,USC00357809,97381,Silverton
5908,USC00357817,97638,Silver
5909,USC00357823,97381,Silverton
5910,USC00357857,97759,Sisters
5911,USC00357940,97470,Roseburg
5912,USC00358007,97639,Sprague
5913,USC00358029,97712,Brothers
5914,USC00358095,97325,Aumsville
5915,USC00358173,97636,Paisley
5916,USC00358182,97326,Blodgett
5917,USC00358246,97707,Bend
5918,USC00358260,97462,Oakland
5919,USC00358407,97058,The
5920,USC00358420,97638,Silver
5921,USC00358466,97023,Estacada
5922,USC00358481,97390,Tidewater
5923,USC00358494,97141,Tillamook
5924,USC00358498,97141,Tillamook
5925,USC00358536,97443,Glide
5926,USC00358726,97868,Pilot
5927,USC00358746,97883,Union
5928,USC00358788,97416,Camas
5929,USC00358797,97918,Vale
5930,USC00358812,97636,Paisley
5931,USC00358884,97064,Vernonia
5932,USC00358997,97885,Wallowa
5933,USC00359068,97039,Moro
5934,USC00359083,97355,Lebanon
5935,USC00359176,97906,Harper
5936,USC00359290,97710,Fields
5937,USC00359316,97739,La
5938,USC00359372,97378,Sheridan
5939,USC00359390,97544,Williams
5940,USC00359461,97470,Roseburg
5941,USC00359588,97498,Yachats
5942,USC00360022,15024,Cheswick
5943,USC00360132,16602,Altoona
5944,USC00360140,16601,Altoona
5945,USC00360147,17764,Renovo
5946,USC00360409,16347,Sheffield
5947,USC00360457,17866,Coal
5948,USC00360475,15066,New
5949,USC00360482,17813,Beavertown
5950,USC00360488,19504,Barto
5951,USC00360560,18235,Lehighton
5952,USC00360582,17814,Benton
5953,USC00360656,17307,Biglerville
5954,USC00360763,17040,Landisburg
5955,USC00360785,19533,Leesport
5956,USC00360861,15104,Braddock
5957,USC00360867,16701,Bradford
5958,USC00360868,16701,Bradford
5959,USC00361004,15825,Brookville
5960,USC00361073,15926,Central
5961,USC00361080,18930,Kintnersville
5962,USC00361087,15534,Buffalo
5963,USC00361139,16001,Butler
5964,USC00361212,17724,Canton
5965,USC00361301,17727,Cedar
5966,USC00361350,15437,Farmington
5967,USC00361354,17201,Chambersburg
5968,USC00361362,16371,Youngsville
5969,USC00361377,15012,Belle
5970,USC00361480,16829,Clarence
5971,USC00361485,16254,Shippenville
5972,USC00361505,18069,Orefield
5973,USC00361519,16830,Clearfield
5974,USC00361526,16735,Kane
5975,USC00361534,16740,Mount
5976,USC00361591,19320,Coatesville
5977,USC00361705,15411,Addison
5978,USC00361719,16406,Conneautville
5979,USC00361726,15425,Connellsville
5980,USC00361737,19428,Conshohocken
5981,USC00361751,16260,Vowinckel
5982,USC00361790,16407,Corry
5983,USC00361802,16915,Coudersport
5984,USC00361810,16915,Coudersport
5985,USC00361815,16915,Coudersport
5986,USC00361838,16929,Lawrenceville
5987,USC00361881,15701,Indiana
5988,USC00361920,17013,Carlisle
5989,USC00362013,17821,Danville
5990,USC00362071,17032,Halifax
5991,USC00362108,15627,Derry
5992,USC00362183,15610,Acme
5993,USC00362190,15012,Belle
5994,USC00362221,18901,Doylestown
5995,USC00362298,15952,Salix
5996,USC00362323,18614,Dushore
5997,USC00362470,15931,Ebensburg
5998,USC00362537,17325,Gettysburg
5999,USC00362574,15136,Mc
6000,USC00362629,15834,Emporium
